File Name,Location,Ground_Truth_Candidate,State_List
CollisionPhysics.sb,"45,7","[(, Expr, )]",[77]
CollisionPhysics.sb,"45,8",[STR],[64]
CollisionPhysics.sb,"45,14",[)],[235]
CollisionPhysics.sb,"45,15",[CR_token2],[192]
CollisionPhysics.sb,"46,3","[Stmt_token9, Expr, Stmt_token10, CRStmtCRs, MoreThanZeroElseIf]","[93, 179]"
CollisionPhysics.sb,"46,6","[(, Expr, )]",[86]
CollisionPhysics.sb,"46,7",[ID],[80]
CollisionPhysics.sb,"46,15",[)],[265]
CollisionPhysics.sb,"46,17","[Stmt_token10, CRStmtCRs, MoreThanZeroElseIf]",[254]
CollisionPhysics.sb,"46,21",[CR_token2],[124]
CollisionPhysics.sb,"47,5","[ID, (, )]","[67, 122]"
CollisionPhysics.sb,"47,12","[(, )]",[184]
CollisionPhysics.sb,"47,13",[)],[261]
CollisionPhysics.sb,"47,14",[CR_token2],[207]
CollisionPhysics.sb,"48,5","[ID, =, Expr]","[68, 122]"
CollisionPhysics.sb,"48,14","[=, Expr]",[184]
CollisionPhysics.sb,"48,16",[STR],[70]
CollisionPhysics.sb,"48,23",[CR_token2],[207]
CollisionPhysics.sb,"49,3",[OptionalElse_token1],[122]
CollisionPhysics.sb,"49,8",[CR_token2],[205]
CollisionPhysics.sb,"50,3","[ID, =, Expr]","[95, 179]"
CollisionPhysics.sb,"50,10","[=, Expr]",[184]
CollisionPhysics.sb,"50,12",[NUM],[70]
CollisionPhysics.sb,"50,15",[CR_token2],[205]
CollisionPhysics.sb,"51,3","[ID, =, Expr]","[95, 179]"
CollisionPhysics.sb,"51,15","[=, Expr]",[184]
CollisionPhysics.sb,"51,17",[STR],[70]
CollisionPhysics.sb,"51,24",[CR_token2],[205]
CollisionPhysics.sb,"52,3","[Stmt_token9, Expr, Stmt_token10, CRStmtCRs, MoreThanZeroElseIf]","[95, 179]"
CollisionPhysics.sb,"52,6","[(, Expr, )]",[86]
CollisionPhysics.sb,"52,7",[ID],[80]
CollisionPhysics.sb,"52,14",[)],[265]
CollisionPhysics.sb,"52,16","[Stmt_token10, CRStmtCRs, MoreThanZeroElseIf]",[254]
CollisionPhysics.sb,"52,20",[CR_token2],[124]
CollisionPhysics.sb,"53,5","[Stmt_token4, ID, =, Expr, Stmt_token5, Expr, CRStmtCRs, Stmt_token6]","[67, 122]"
CollisionPhysics.sb,"53,9","[ID, =, Expr, Stmt_token5, Expr, CRStmtCRs, Stmt_token6]",[267]
CollisionPhysics.sb,"53,11","[=, Expr, Stmt_token5, Expr, CRStmtCRs, Stmt_token6]",[266]
CollisionPhysics.sb,"53,13",[NUM],[56]
CollisionPhysics.sb,"53,15","[Stmt_token5, Expr, CRStmtCRs, Stmt_token6]",[264]
CollisionPhysics.sb,"53,18",[ID],[83]
CollisionPhysics.sb,"53,23",[CR_token2],[145]
CollisionPhysics.sb,"54,7","[ID, =, Expr]","[88, 177]"
CollisionPhysics.sb,"54,9","[=, Expr]",[184]
CollisionPhysics.sb,"54,11","[ID, Idxs]",[70]
CollisionPhysics.sb,"54,15","[[, Expr, ]]","[5, 44, 42, 48, 59, 90, 135, 169, 181, 194, 215, 226, 203]"
CollisionPhysics.sb,"54,16",[ID],[81]
CollisionPhysics.sb,"54,17",[]],[233]
CollisionPhysics.sb,"54,18",[CR_token2],[203]
CollisionPhysics.sb,"55,7","[ID, =, Expr]","[96, 177]"
CollisionPhysics.sb,"55,9","[=, Expr]",[184]
CollisionPhysics.sb,"55,11","[ID, Idxs]",[70]
CollisionPhysics.sb,"55,15","[[, Expr, ]]","[5, 44, 42, 48, 59, 90, 135, 169, 181, 194, 215, 226, 203]"
CollisionPhysics.sb,"55,16",[ID],[81]
CollisionPhysics.sb,"55,17",[]],[233]
CollisionPhysics.sb,"55,18",[CR_token2],[203]
CollisionPhysics.sb,"56,7","[ID, =, Expr]","[96, 177]"
CollisionPhysics.sb,"56,12","[=, Expr]",[184]
CollisionPhysics.sb,"56,14","[(, Expr, )]",[70]
CollisionPhysics.sb,"56,15",[ID],[64]
CollisionPhysics.sb,"56,17","[-, MultiplicativeExpr]","[65, 91, 128, 167, 183, 195, 235]"
CollisionPhysics.sb,"56,18",[ID],[141]
CollisionPhysics.sb,"56,19",[)],[235]
CollisionPhysics.sb,"56,20","[*, UnaryExpr]","[48, 59, 90, 135, 169, 181, 194, 215, 226, 203]"
CollisionPhysics.sb,"56,21","[(, Expr, )]",[157]
CollisionPhysics.sb,"56,22",[ID],[64]
CollisionPhysics.sb,"56,24","[-, MultiplicativeExpr]","[65, 91, 128, 167, 183, 195, 235]"
CollisionPhysics.sb,"56,25",[ID],[141]
CollisionPhysics.sb,"56,26",[)],[235]
CollisionPhysics.sb,"56,27","[+, MultiplicativeExpr]","[59, 90, 135, 169, 181, 194, 215, 226, 203]"
CollisionPhysics.sb,"56,28","[(, Expr, )]",[144]
CollisionPhysics.sb,"56,29",[ID],[64]
CollisionPhysics.sb,"56,31","[-, MultiplicativeExpr]","[65, 91, 128, 167, 183, 195, 235]"
CollisionPhysics.sb,"56,32",[ID],[141]
CollisionPhysics.sb,"56,33",[)],[235]
CollisionPhysics.sb,"56,34","[*, UnaryExpr]","[40, 59, 90, 135, 169, 181, 194, 215, 226, 203]"
CollisionPhysics.sb,"56,35","[(, Expr, )]",[157]
CollisionPhysics.sb,"56,36",[ID],[64]
CollisionPhysics.sb,"56,38","[-, MultiplicativeExpr]","[65, 91, 128, 167, 183, 195, 235]"
CollisionPhysics.sb,"56,39",[ID],[141]
CollisionPhysics.sb,"56,40",[)],[235]
CollisionPhysics.sb,"56,41",[CR_token2],[203]
CollisionPhysics.sb,"57,7","[Stmt_token9, Expr, Stmt_token10, CRStmtCRs, MoreThanZeroElseIf]","[96, 177]"
CollisionPhysics.sb,"57,10","[(, Expr, )]",[86]
CollisionPhysics.sb,"57,11",[ID],[80]
CollisionPhysics.sb,"57,16","[<, AdditiveExpr]","[91, 128, 167, 183, 195, 265]"
CollisionPhysics.sb,"57,18",[ID],[131]
CollisionPhysics.sb,"57,24","[*, UnaryExpr]","[50, 78, 91, 128, 167, 183, 195, 265]"
CollisionPhysics.sb,"57,25",[ID],[156]
CollisionPhysics.sb,"57,31",[)],[265]
CollisionPhysics.sb,"57,33","[Stmt_token10, CRStmtCRs, MoreThanZeroElseIf]",[254]
CollisionPhysics.sb,"57,37",[CR_token2],[124]
CollisionPhysics.sb,"58,9","[ID, =, Expr]","[67, 122]"
CollisionPhysics.sb,"58,11","[=, Expr]",[184]
CollisionPhysics.sb,"58,13",[NUM],[70]
CollisionPhysics.sb,"58,14",[CR_token2],[207]
CollisionPhysics.sb,"59,9","[ID, =, Expr]","[68, 122]"
CollisionPhysics.sb,"59,11","[=, Expr]",[184]
CollisionPhysics.sb,"59,13",[NUM],[70]
CollisionPhysics.sb,"59,14",[CR_token2],[207]
CollisionPhysics.sb,"60,9","[ID, Idxs, =, Expr]","[68, 122]"
CollisionPhysics.sb,"60,13","[[, Expr, ]]",[184]
CollisionPhysics.sb,"60,14",[ID],[76]
CollisionPhysics.sb,"60,15",[]],[245]
CollisionPhysics.sb,"60,17","[=, Expr]",[263]
CollisionPhysics.sb,"60,19",[ID],[55]
CollisionPhysics.sb,"60,20",[CR_token2],[207]
CollisionPhysics.sb,"61,9","[ID, Idxs, =, Expr]","[68, 122]"
CollisionPhysics.sb,"61,13","[[, Expr, ]]",[184]
CollisionPhysics.sb,"61,14",[ID],[76]
CollisionPhysics.sb,"61,15",[]],[245]
CollisionPhysics.sb,"61,17","[=, Expr]",[263]
CollisionPhysics.sb,"61,19",[ID],[55]
CollisionPhysics.sb,"61,20",[CR_token2],[207]
CollisionPhysics.sb,"62,7",[OptionalElse_token1],[122]
CollisionPhysics.sb,"62,12",[CR_token2],[203]
CollisionPhysics.sb,"63,5",[Stmt_token6],[177]
CollisionPhysics.sb,"63,11",[CR_token2],[207]
CollisionPhysics.sb,"64,5","[ID, =, Expr]","[68, 122]"
CollisionPhysics.sb,"64,13","[=, Expr]",[184]
CollisionPhysics.sb,"64,15",[STR],[70]
CollisionPhysics.sb,"64,22",[CR_token2],[207]
CollisionPhysics.sb,"65,3",[OptionalElse_token1],[122]
CollisionPhysics.sb,"65,8",[CR_token2],[205]
CollisionPhysics.sb,"66,3","[Stmt_token4, ID, =, Expr, Stmt_token5, Expr, CRStmtCRs, Stmt_token6]","[95, 179]"
CollisionPhysics.sb,"66,7","[ID, =, Expr, Stmt_token5, Expr, CRStmtCRs, Stmt_token6]",[267]
CollisionPhysics.sb,"66,9","[=, Expr, Stmt_token5, Expr, CRStmtCRs, Stmt_token6]",[266]
CollisionPhysics.sb,"66,11",[NUM],[56]
CollisionPhysics.sb,"66,13","[Stmt_token5, Expr, CRStmtCRs, Stmt_token6]",[264]
CollisionPhysics.sb,"66,16",[ID],[83]
CollisionPhysics.sb,"66,21",[CR_token2],[145]
CollisionPhysics.sb,"67,5","[ID, (, )]","[88, 177]"
CollisionPhysics.sb,"67,11","[(, )]",[184]
CollisionPhysics.sb,"67,12",[)],[261]
CollisionPhysics.sb,"67,13",[CR_token2],[203]
CollisionPhysics.sb,"68,5","[ID, (, )]","[96, 177]"
CollisionPhysics.sb,"68,9","[(, )]",[184]
CollisionPhysics.sb,"68,10",[)],[261]
CollisionPhysics.sb,"68,11",[CR_token2],[203]
CollisionPhysics.sb,"69,5","[ID, =, Expr]","[96, 177]"
CollisionPhysics.sb,"69,7","[=, Expr]",[184]
CollisionPhysics.sb,"69,9","[ID, Idxs]",[70]
CollisionPhysics.sb,"69,13","[[, Expr, ]]","[5, 44, 42, 48, 59, 90, 135, 169, 181, 194, 215, 226, 203]"
CollisionPhysics.sb,"69,14",[ID],[81]
CollisionPhysics.sb,"69,15",[]],[233]
CollisionPhysics.sb,"69,16",[CR_token2],[203]
CollisionPhysics.sb,"70,5","[ID, =, Expr]","[96, 177]"
CollisionPhysics.sb,"70,7","[=, Expr]",[184]
CollisionPhysics.sb,"70,9","[ID, Idxs]",[70]
CollisionPhysics.sb,"70,13","[[, Expr, ]]","[5, 44, 42, 48, 59, 90, 135, 169, 181, 194, 215, 226, 203]"
CollisionPhysics.sb,"70,14",[ID],[81]
CollisionPhysics.sb,"70,15",[]],[233]
CollisionPhysics.sb,"70,16",[CR_token2],[203]
CollisionPhysics.sb,"71,5","[ID, =, Expr]","[96, 177]"
CollisionPhysics.sb,"71,12","[=, Expr]",[184]
CollisionPhysics.sb,"71,14",[ID],[70]
CollisionPhysics.sb,"71,20","[+, MultiplicativeExpr]","[59, 90, 135, 169, 181, 194, 215, 226, 203]"
CollisionPhysics.sb,"71,21","[(, Expr, )]",[144]
CollisionPhysics.sb,"71,22",[ID],[64]
CollisionPhysics.sb,"71,23","[*, UnaryExpr]","[50, 65, 91, 128, 167, 183, 195, 235]"
CollisionPhysics.sb,"71,24",[ID],[156]
CollisionPhysics.sb,"71,25","[+, MultiplicativeExpr]","[65, 91, 128, 167, 183, 195, 235]"
CollisionPhysics.sb,"71,26",[ID],[141]
CollisionPhysics.sb,"71,27","[*, UnaryExpr]","[30, 65, 91, 128, 167, 183, 195, 235]"
CollisionPhysics.sb,"71,28",[ID],[156]
CollisionPhysics.sb,"71,29",[)],[235]
CollisionPhysics.sb,"71,30",[CR_token2],[203]
CollisionPhysics.sb,"72,3",[Stmt_token6],[177]
CollisionPhysics.sb,"72,9",[CR_token2],[205]
CollisionPhysics.sb,"73,3","[ID, =, Expr]","[95, 179]"
CollisionPhysics.sb,"73,10","[=, Expr]",[184]
CollisionPhysics.sb,"73,12",[ID],[70]
CollisionPhysics.sb,"73,14","[*, UnaryExpr]","[48, 59, 90, 135, 169, 181, 194, 215, 226, 205]"
CollisionPhysics.sb,"73,15",[ID],[157]
CollisionPhysics.sb,"73,17","[*, UnaryExpr]","[48, 59, 90, 135, 169, 181, 194, 215, 226, 205]"
CollisionPhysics.sb,"73,18",[ID],[157]
CollisionPhysics.sb,"73,24",[CR_token2],[205]
CollisionPhysics.sb,"74,3","[ID, =, Expr]","[95, 179]"
CollisionPhysics.sb,"74,10","[=, Expr]",[184]
CollisionPhysics.sb,"74,12","[ID, ., ID, (, Exprs, )]",[70]
CollisionPhysics.sb,"74,16","[., ID, (, Exprs, )]","[5, 44, 42, 48, 59, 90, 135, 169, 181, 194, 215, 226, 205]"
CollisionPhysics.sb,"74,17","[ID, (, Exprs, )]",[260]
CollisionPhysics.sb,"74,22","[(, Exprs, )]","[24, 44, 42, 48, 59, 90, 135, 169, 181, 194, 215, 226, 205]"
CollisionPhysics.sb,"74,23",[ID],[26]
CollisionPhysics.sb,"74,29",[)],[249]
CollisionPhysics.sb,"74,30",[CR_token2],[205]
CollisionPhysics.sb,"75,3","[ID, ., ID, =, Expr]","[95, 179]"
CollisionPhysics.sb,"75,17","[., ID, =, Expr]",[184]
CollisionPhysics.sb,"75,18","[ID, =, Expr]",[255]
CollisionPhysics.sb,"75,29","[=, Expr]",[221]
CollisionPhysics.sb,"75,31",[STR],[57]
CollisionPhysics.sb,"75,42",[CR_token2],[205]
CollisionPhysics.sb,"76,3","[ID, ., ID, (, Exprs, )]","[95, 179]"
CollisionPhysics.sb,"76,17","[., ID, (, Exprs, )]",[184]
CollisionPhysics.sb,"76,18","[ID, (, Exprs, )]",[255]
CollisionPhysics.sb,"76,31","[(, Exprs, )]",[221]
CollisionPhysics.sb,"76,32",[ID],[27]
CollisionPhysics.sb,"76,34","[+, MultiplicativeExpr]","[65, 91, 128, 167, 183, 195, 217, 242, 238]"
CollisionPhysics.sb,"76,35",[NUM],[141]
CollisionPhysics.sb,"76,37","[,, MoreThanOneExpr]","[217, 242, 238]"
CollisionPhysics.sb,"76,38",[NUM],[54]
CollisionPhysics.sb,"76,41","[,, MoreThanOneExpr]","[217, 252, 242, 238]"
CollisionPhysics.sb,"76,42",[NUM],[54]
CollisionPhysics.sb,"76,45","[,, MoreThanOneExpr]","[217, 252]"
CollisionPhysics.sb,"76,46",[NUM],[54]
CollisionPhysics.sb,"76,48",[)],[238]
CollisionPhysics.sb,"76,49",[CR_token2],[205]
CollisionPhysics.sb,"77,3","[ID, ., ID, =, Expr]","[95, 179]"
CollisionPhysics.sb,"77,17","[., ID, =, Expr]",[184]
CollisionPhysics.sb,"77,18","[ID, =, Expr]",[255]
CollisionPhysics.sb,"77,29","[=, Expr]",[221]
CollisionPhysics.sb,"77,31",[STR],[57]
CollisionPhysics.sb,"77,38",[CR_token2],[205]
CollisionPhysics.sb,"78,3","[ID, ., ID, (, Exprs, )]","[95, 179]"
CollisionPhysics.sb,"78,17","[., ID, (, Exprs, )]",[184]
CollisionPhysics.sb,"78,18","[ID, (, Exprs, )]",[255]
CollisionPhysics.sb,"78,26","[(, Exprs, )]",[221]
CollisionPhysics.sb,"78,27",[ID],[27]
CollisionPhysics.sb,"78,29","[+, MultiplicativeExpr]","[65, 91, 128, 167, 183, 195, 217, 242, 238]"
CollisionPhysics.sb,"78,30",[NUM],[141]
CollisionPhysics.sb,"78,32","[,, MoreThanOneExpr]","[217, 242, 238]"
CollisionPhysics.sb,"78,33",[NUM],[54]
CollisionPhysics.sb,"78,36","[,, MoreThanOneExpr]","[217, 252, 242, 238]"
CollisionPhysics.sb,"78,37",[STR],[54]
CollisionPhysics.sb,"78,46","[+, MultiplicativeExpr]","[65, 91, 128, 167, 183, 195, 217, 252]"
CollisionPhysics.sb,"78,47",[ID],[141]
CollisionPhysics.sb,"78,53",[)],[238]
CollisionPhysics.sb,"78,54",[CR_token2],[205]
CollisionPhysics.sb,"79,3","[Stmt_token9, Expr, Stmt_token10, CRStmtCRs, MoreThanZeroElseIf]","[95, 179]"
CollisionPhysics.sb,"79,6","[(, Expr, )]",[86]
CollisionPhysics.sb,"79,7",[ID],[80]
CollisionPhysics.sb,"79,13",[)],[265]
CollisionPhysics.sb,"79,15","[Stmt_token10, CRStmtCRs, MoreThanZeroElseIf]",[254]
CollisionPhysics.sb,"79,19",[CR_token2],[124]
CollisionPhysics.sb,"80,5","[ID, (, )]","[67, 122]"
CollisionPhysics.sb,"80,10","[(, )]",[184]
CollisionPhysics.sb,"80,11",[)],[261]
CollisionPhysics.sb,"80,12",[CR_token2],[207]
CollisionPhysics.sb,"81,5","[ID, =, Expr]","[68, 122]"
CollisionPhysics.sb,"81,12","[=, Expr]",[184]
CollisionPhysics.sb,"81,14",[STR],[70]
CollisionPhysics.sb,"81,21",[CR_token2],[207]
CollisionPhysics.sb,"82,3",[OptionalElse_token1],[122]
CollisionPhysics.sb,"82,8",[CR_token2],[205]
CollisionPhysics.sb,"83,3","[Stmt_token9, Expr, Stmt_token10, CRStmtCRs, MoreThanZeroElseIf]","[95, 179]"
CollisionPhysics.sb,"83,6","[(, Expr, )]",[86]
CollisionPhysics.sb,"83,7",[ID],[80]
CollisionPhysics.sb,"83,13",[)],[265]
CollisionPhysics.sb,"83,15","[Stmt_token10, CRStmtCRs, MoreThanZeroElseIf]",[254]
CollisionPhysics.sb,"83,19",[CR_token2],[124]
CollisionPhysics.sb,"84,5","[Stmt_token3, ID]","[67, 122]"
CollisionPhysics.sb,"84,10",[ID],[253]
CollisionPhysics.sb,"84,15",[CR_token2],[207]
CollisionPhysics.sb,"85,3",[OptionalElse_token1],[122]
CollisionPhysics.sb,"85,8",[CR_token2],[205]
CollisionPhysics.sb,"86,3","[Stmt_token9, Expr, Stmt_token10, CRStmtCRs, MoreThanZeroElseIf]","[95, 179]"
CollisionPhysics.sb,"86,6","[(, Expr, )]",[86]
CollisionPhysics.sb,"86,7",[ID],[80]
CollisionPhysics.sb,"86,11",[)],[265]
CollisionPhysics.sb,"86,13","[Stmt_token10, CRStmtCRs, MoreThanZeroElseIf]",[254]
CollisionPhysics.sb,"86,17",[CR_token2],[124]
CollisionPhysics.sb,"87,5","[ID, ., ID, (, )]","[67, 122]"
CollisionPhysics.sb,"87,12","[., ID, (, )]",[184]
CollisionPhysics.sb,"87,13","[ID, (, )]",[255]
CollisionPhysics.sb,"87,16","[(, )]",[221]
CollisionPhysics.sb,"87,17",[)],[27]
CollisionPhysics.sb,"87,18",[CR_token2],[207]
CollisionPhysics.sb,"88,3",[OptionalElse_token1],[122]
CollisionPhysics.sb,"88,8",[CR_token2],[205]
CollisionPhysics.sb,"89,24",[CR_token2],[179]
CollisionPhysics.sb,"90,20",[CR_token2],[179]
CollisionPhysics.sb,"91,8",[CR_token2],[179]
CollisionPhysics.sb,"92,3","[ID, ., ID, (, Exprs, )]","[93, 182, 179]"
